TITLE_ID,TITLE,AUTHOR,Language,BOOK_NO,TIMES_RENTED,Categoryï¿½,ISBN
358906,India 2020 : A Vision for the New Millennium,"A. P. J. Abdul Kalam  ,  Y. S. Rajan ",English,B0971084,2,Self Help,978-8120042254
358906,India 2020 : A Vision for the New Millennium,"A. P. J. Abdul Kalam  ,  Y. S. Rajan ",English,B0981512,2,Self Help,978-8120042254
347935,A Manifesto for Change,A.P.J. Abdul Kalam,English,B0972856,0,Autobiography,978-9351361725
358905,Ignited Minds : Unleashing the Power within India (English)        (Paperback),A.P.J. Abdul Kalam,English,B0981511,2,Self Help,978-4550069960
402452,Learning How to Fly: Life Lessons for the Youth,A.P.J. Abdul Kalam,English,B0996041,2,Self Help,#N/A
372366,My India: Notes for the Future,A.P.J. Abdul Kalam,English,B0970665,1,Autobiography,978-0143333531
370438,My Life,A.P.J. Abdul Kalam,English,B0972093,3,Autobiography,#N/A
306249,Turning Points: A Journey Through Challenges,A.P.J. Abdul Kalam,English,B0972860,4,Self Help,978-9350293478
275899,Chicken Soup for the Indian Soul : Teens Talk Growing Up,Aarti Katoch Pathak,English,B01085683,0,Self Help,978-8126708628
275899,Chicken Soup for the Indian Soul : Teens Talk Growing Up,Aarti Katoch Pathak,English,B01085682,1,Self Help,978-8126708628
385222,An Heir to Make a Marriage (M&B June'16)Modern,Abby Green,English,B0976889,1,Romance,978-1444763515
370435,Advantage India : From Challenge to Opportunity,Abdul Kalam A.P.J and Srijanpal Singh,English,B0972859,1,Self Help,978-8179921623
241084,Wings Of Fire: An Autobiography Of APJ Abdul Kalam,Abdul Kalam With Arun Tiwari,English,B0971290,2,Autobiography,978-8173711466
241084,Wings Of Fire: An Autobiography Of APJ Abdul Kalam,Abdul Kalam With Arun Tiwari,English,B0981641,4,Autobiography,978-8173711466
295248,"The Diary of Amos Lee: I'm Twelve, I'm Tough, I Tweet! (Book 3)","Adeline Foo, Stephanie Wong",English,B0977662,1,Pre Teen,#N/A
372602,How to Memorize anything,Adithi Singhal,English,B0972888,5,Health & Fitness,978-0143427520
341060,The Siege: The Attack on the Taj,Adrian Levy and Cathy Scott Clark,English,B01085582,0,Kids,#N/A
360448,Stuart Little,Ae. B. White ,English,B0973300,1,Pre Teen,978-0195622577
360526,Aesop's Fables (English),Aesop Marcus Sedgwick ,English,B0972901,1,Kids,978-0606316972
348884,AESOPS FABLES THE ANT & THE GRASSHOPPER & OTHER STORIES,Aesops Fables,English,B0970590,1,Kids,978-8131908945
348886,AESOPS FABLES THE HARE & THE TORTOISE & OTHER STORIES,Aesops Fables,English,B0970560,2,Kids,978-0747536505
348883,AESOPS FABLES THE MILKMAID & HER PAIL & OTHER STORIES,Aesops Fables,English,B0970564,0,Kids,978-1474800624
188975,AC - AND THEN THERE WERE NONE,Agatha Christie,English,B0970366,3,Fiction,978-0008196349
188988,AC - DEATH ON THE NILE,Agatha Christie,English,B0973392,5,Fiction,#N/A
188999,AC - HOUND OF DEATH,Agatha Christie,English,B0973371,4,Fiction,979-8172236297
189001,AC - LISTERDALE MYSTERY,Agatha Christie,English,B0973382,1,Fiction,#N/A
189010,AC - MURDER IN THE MEWS,Agatha Christie,English,B0973400,2,Fiction,#N/A
189015,AC - MURDER ON ORIENT EXPRESS,Agatha Christie,English,B0970370,8,Fiction,#N/A
189019,AC - NEMESIS,Agatha Christie,English,B0970364,1,Fiction,#N/A
189022,AC - PALE HORSE,Agatha Christie,English,B0973402,1,Fiction,#N/A
189023,AC - PARKER PYNE INVESTIGATES,Agatha Christie,English,B0973266,4,Fiction,#N/A
189026,AC - PERIL AT END HOUSE,Agatha Christie,English,B0970357,3,Fiction,978-0007493487
189028,AC - POIROT INVESTIGATES,Agatha Christie,English,B0973373,4,Fiction,#N/A
189031,AC - SAD CYPRESS,Agatha Christie,English,B0973401,5,Fiction,#N/A
189049,AC-CARDS ON THE TABLE,Agatha Christie,English,B0973372,3,Fiction,978-0008164898
189053,AC-HICKORY DICKORY DOCK,Agatha Christie,English,B0970367,4,Fiction,#N/A
188572,AC-THE UNEXPECTED GUEST,Agatha Christie,English,B0973374,8,Fiction,978-0008196677
188987,DEATH IN THE CLOUDS,Agatha Christie,English,B0970356,5,Fiction,978-0007451609
188990,DUMB WITNESS,Agatha Christie,English,B0973370,3,Fiction,#N/A
333854,IIMA Strategies for the Future: Understanding International Business,Ajeet N. Mathur,English,B0970393,0,Management,978-1947200081
187710,FIVE PEOPLE YOU MEET IN HEAVEN,"Albom,Mitch",English,B0971463,1,Fiction,978-0751536140
187716,FOR ONE MORE DAY,"Albom,Mitch",English,B0973047,0,Fiction,#N/A
188312,TUESDAYS WITH MORRIE,"Albom,Mitch",English,B0971472,1,Fiction,978-0822221883
342277,Empire of the Moghul : The Serpent's Tooth,Alex Rutherford,English,B0970555,1,Teen,978-1472238580
304375,Empire of the Moghul: Ruler of the World,Alex Rutherford,English,B0970546,3,Teen,978-0755392278
328508,Empire Of The Moghul: The Tainted Throne,Alex Rutherford,English,B0970547,1,Teen,978-1472204325
382820,Traitors in the Shadows,Alex Rutherford,English,B0970527,1,Teen,978-1472238580
343980,City of Shadows,Alex Scarrow,English,B0970466,1,Teen,978-0141337074
216676,Time Riders : Day Of The Predator,Alex Scarrow,English,B0972605,4,Teen,978-0141326931
329490,Time Riders: The Pirate Kings (Book - 7),Alex Scarrow,English,B0970794,1,Teen,978-0141337180
202935,TimeRiders,Alex Scarrow,English,B0970436,4,Teen,978-0141326931
287493,TimeRiders: Gates of Rome (Book 5),Alex Scarrow,English,B0972610,1,Teen,978-0141336497
214896,TimeRiders: The Doomsday Code,Alex Scarrow,English,B0972613,1,Teen,978-1780812946
246470,TimeRiders: The Eternal War (Book 4),Alex Scarrow,English,B0970465,1,Teen,978-0141336336
357366,TimeRiders: The Infinity Cage (book 9),Alex Scarrow,English,B0970790,0,Teen,978-0141337203
379392,Junior Classic - Book - 16,Alexandre Dumas,English,B0972137,0,Classic,#N/A
359307,Uyr Level-3 The Count of Monte Cristo,Alexandre Dumas,English,B0971014,0,Kids,978-8171673407
230850,The Birthday Dance Party,Alison Inches,English,B0973257,8,Kids,978-1435209695
383702,Elegy,Amanda Hocking,English,B0971601,1,Teen,#N/A
359609,Frostfire,Amanda Hocking,English,B0971623,1,Teen,978-1447256649
333968,Tidal : Danger is Closing in and Time is Runing Out,Amanda Hocking,English,B0971606,1,Teen,978-3639210873
312517,Wake,Amanda Hocking,English,B0971603,3,Teen,#N/A
216915,I Thee Wed,Amanda Quick,English,B0973462,2,Romance,#N/A
221748,Mischief,Amanda Quick,English,B0973623,1,Romance,#N/A
202530,PAID COMPANION,Amanda Quick,English,B0973049,3,Romance,978-1423334262
132002,RIVER KNOWS,Amanda Quick,English,B0973558,1,Romance,978-1536670417
131649,SLIGHTLY SHADY,Amanda Quick,English,B0973562,1,Romance,#N/A
61046,THE THIRD CIRCLE,Amanda Quick,English,B0973622,3,Romance,978-1455806263
202532,WICKED WIDOW,Amanda Quick,English,B0973461,2,Romance,978-9501523263
191065,Argumentative Indian : Writings On India,Amartya Sen,English,B0971020,0,History,978-0141012117
199046,IMMORTALS OF MELUHA,Amish,English,B0972064,11,Indian writing,#N/A
361481,Nagargalin Ragayasam - The Secret of the Nagas        (Paperback),Amish,English,B0973472,5,Indian writing,978-9384030537
364029,Scion of Ikshvaku,Amish,English,B0972069,13,Indian writing,#N/A
420978,Sita - Warrior of Mithila (Book 2 of the Ram Chandra Series),Amish,English,B01085590,1,Indian writing,978-5530441455
420978,Sita - Warrior of Mithila (Book 2 of the Ram Chandra Series),Amish,English,B01085591,2,Indian Writing,978-5530441455
420978,Sita - Warrior of Mithila (Book 2 of the Ram Chandra Series),Amish,English,B01085592,1,Indian Writing,#N/A
361482,The Immortals of Meluha        (Paperback),Amish,English,B0973629,10,Indian writing,#N/A
384000,The Oath Of The Vayuputras - Tamil,Amish,English,B0973557,4,Indian writing,#N/A
371246,Odysseus Abroad,Amit Chaudhri,English,B0971280,0,Indian writing,978-9381523704
363530,Flood of Fire,Amitav Ghosh,English,B0970662,1,Indian writing,#N/A
340539,Ajaya - Epic of the Kaurava Clan,Anand Neelakantan,English,B0992975,3,Indian Writing,#N/A
367592,Rise of Kali - Duryodhana's Mahabharata (Ajaya-Book 2),Anand Neelakantan,English,B0992976,4,Indian Writing,978-9381576045
413033,The Rise of Sivagami - Bahubali:Before The Beginning Book 1,Anand Neelakantan,English,B01085593,2,Indian writing,#N/A
186716,BIRBAL THE JUST (559),Anant PaiPai,English,B0971982,1,Kids,978-9351952534
186803,BIRBAL THE WISE (545),Anant PaiPai,English,B0971983,3,Kids,978-9351952534
305217,Harsha,Anant PaiPai,English,B01085588,0,Kids,978-8175080478
186597,MORE STORIES FROM THE JATAKAS (1007),Anant PaiPai,English,B0972020,11,Kids,#N/A
286456,Savitri,Anant PaiPai,English,B01030011,0,Kids,978-8189999032
186594,STORIES FROM THE PANCHATANTRA (1004),Anant PaiPai,English,B0972043,9,Kids,978-8171673407
214833,Tales Of The Mother Goddess,Anant PaiPai,English,B0972036,8,Kids,978-8184820645
403813,Tinkle Double Digest # 158,Anant PaiPai,English,B01002422,9,Comics,978-9385874611
370596,Tinkle Presents - The Throne is Mine,Anant PaiPai,English,B01085594,2,Comics,978-8171673407
223506,Tulsidas,Anant PaiPai,English,B01030012,1,Kids,#N/A
202406,Fairy Tales,Andersen and Hans Christian,English,B0971028,0,Kids,978-9388369725
368693,The Martian,Andy Weir,English,B0971523,6,Fiction,978-0804189354
383920,Selected Stories from The Holy Bible,Anil Kumar,English,B0972944,0,Kids,978-9351678274
191657,Kalpana Chawla,Anil Padmanabhan,English,B0970823,1,Kids,978-9351864905
372527,Mistress,Anita Nair,English,B0970949,3,Indian writing,978-0143424765
379380,Junior Classic - Book - 4,Anna Sewel ,English,B0972051,1,Classic,978-8171673407
354576,After (Part of The After Series),Anna Todd,English,B0973805,1,Fiction,978-1982131203
361105,After We Collided (English),Anna Todd,English,B0973308,1,Fiction,978-1476792507
204334,Mala's Silver Anklets,Annie Besant,English,B0973569,1,Kids,#N/A
362158,Let's Go!,Anthara Mohan ,English,B0973582,0,Kids,978-9350464021
367269,Scorpia : Alex Rider,Anthony Horowitz,English,B0972611,0,Teen,978-1406360233
374306,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,English,B0970605,8,Fiction,978-0008172428
379391,Junior Classic - Book - 15,Anthony Hope,English,B0972059,0,Classic,978-4550069960
364761,Ark Angel : Alex Rider,Anthony Horowitz,English,B0972609,0,Teen,978-1406341898
190945,EAGLE STRIKE,Anthony Horowitz,English,B0972603,1,Teen,978-1406360226
365508,Stormbreaker,Anthony Horowitz,English,B0970464,5,Teen,978-1406360196
303944,The House of Silk,Anthony Horowitz,English,B0981539,0,Fiction,978-9353900816
363684,Point Blanc        (P),Anthony Horowitz,English,B0970459,1,Teen,978-1573100175
194441,AWAKEN THE GIANT WITHIN-UK,Anthony Robbins,English,B0970908,1,Self Help,978-9386224392
197222,UNLIMITED POWER,Anthony Robbins,English,B0971500,3,Self Help,978-0743409391
371896,Barchester Towers (Penguin Classics),"Anthony Trollope, Robin Gilmour, John Galbraith",English,B01085687,0,Classic,#N/A
352802,The Power of Five : Nightrise,"Anthony, Horowitz",English,B0970953,0,Teen,978-1406306477
379390,Junior Classic - Book - 14,Antoine De Saint,English,B0972050,2,Classic,978-4550069960
383985,Banasura: The Thousand-Armed Asura - Mythquest 12,Anu Kumar,English,B0973632,0,Kids,#N/A
198886,Jambavan: The Immortal Bear King,Anu Kumar,English,B0973513,0,Kids,978-9350092866
198884,Jatayu: Saviour From The Skies,Anu Kumar,English,B0973515,0,Kids,978-9350092842
383984,Mahabali: The Generous Asura  - Mythquest 11,Anu Kumar,English,B0973532,1,Kids,978-1484022245
383983,Mahishasura: The Buffalo Demon Mythquest 10,Anu Kumar,English,B0973636,0,Kids,978-9350095355
198885,Nandi: The Divine Gatekeeper,Anu Kumar,English,B0973514,1,Kids,978-9350092859
383982,Sarama And Sarameyas: The Heavenly Hounds - Myth quest 9,Anu Kumar,English,B0973534,0,Kids,978-0345544940
325425,Those Pricey Thakur Girls,Anuja Chauhan,English,B0970631,1,Indian writing,978-9352644476
363524,The House that B. J. Built,Anuja Chauhan ,English,B0972063,1,Indian writing,978-4550069960
367084,Love . . . Not for Sale!,Anurag Garg,English,B0970489,2,Indian writing,#N/A
328980,Moin and the Monster,Anushka Ravishankar,English,B0973338,1,Kids,978-9381626917
328981,Moin the Monster Songster,Anushka Ravishankar,English,B0973341,0,Kids,978-9381626917
346765,Evergreen Series-Folk tales from around the world,Any Means,English,B0973245,2,Kids,978-8171673407
375617,Own It: Leadership Lessons from Women Who Do,Aparna Jain,English,B0970378,0,Management,#N/A
239527,Famous Tales Of Vikram & Betal,Apple Books,English,B0977666,3,Kids,978-8171673407
274595,THE BEST OF MULLAH NASRUDDIN,AppleJordan,English,B0977664,3,Kids,#N/A
188646,The White Tiger PB English,Aravind Adiga,English,B0973814,4,Indian writing,978-4550069960
297530,Honour Among Thieves,"Archer, Jeffrey Archer",English,B0971163,1,Fiction,978-0330518895
18801,PREDICTABLY IRRATIONAL B Format,"Ariely, Dan",English,B01085907,0,Management,978-4550069960
193507,It's Not About The Bike,"Armstrong, Lance",English,B0970342,1,Autobiography,978-0224060875
195864,Volcanoes! (Step 4),"Arnold, Eric",English,B0971970,5,Kids,978-0679886419
379386,Junior Classic - Book - 10,Arthur Conan Doyle,English,B0972049,1,Classic,#N/A
379393,Junior Classic - Book - 17,Arthur Conan Doyle,English,B0972066,0,Classic,978-4550069960
379401,Junior Classic - Book - 18,Arthur Conan Doyle,English,B0972136,0,Classic,#N/A
379403,Junior Classic - Book - 19,Arthur Conan Doyle,English,B0972074,0,Classic,#N/A
379404,Junior Classic - Book - 20,Arthur Conan Doyle,English,B0972073,0,Classic,978-8194153665
292460,Memoirs of a Geisha,Arthur Golden,English,B0971550,2,Fiction,978-0099282853
359105,WHEELS,Arthur Hailey,English,B0972155,0,Fiction,978-8129135551
190836,God Of Small Things,Arundhati Roy,English,B0970969,0,Indian writing,978-8186318546
423880,The Ministry of Utmost Happiness,Arundhati Roy,English,B01085610,1,Indian writing,#N/A
386289,Bookasura #2: Koobandhee,Arundhati Venkatesh,English,B0980542,1,Kids,978-9351032113
348168,JUNIOR KUMBHAKARNA,Arundhati Venkatesh,English,B0973579,1,Kids,978-9350464724
352857,PETU PUMPKIN: TOOTH TROUBLES,Arundhati Venkatesh,English,B0973466,2,Kids,978-9383331147
194815,Vengeance of Ravana,Ashok K. Banker,English,B0972820,0,Indian writing,#N/A
350018,Gajapati Kulapati Kalabaloosh!,Ashok Rajagopalan,English,B0973583,2,Kids,978-9350465127
318626,Chanakya's Chant,Ashwin Sanghi,English,B0972125,5,Indian Writing,#N/A
308601,The Krishna Key,Ashwin Sanghi,English,B0972081,4,Indian writing,#N/A
318627,The Rozabal Line,Ashwin Sanghi,English,B0972120,3,Indian writing,#N/A
378500,The Sialkot Saga,Ashwin Sanghi,English,B0972068,3,Indian writing,978-9385724336
350838,Private India (English),Ashwin Sanghi & James Patterson,English,B0970925,1,Fiction,978-1784750169
188864,COMPLETE SHORT STORIES - I,"Asimov, Isaac",English,B0973264,2,Indian writing,#N/A
188865,COMPLETE SHORT STORIES-II,"Asimov, Isaac",English,B0973272,0,Indian writing,#N/A
188869,FOUNDATION,"Asimov, Isaac",English,B0973795,0,Indian writing,#N/A
188870,FOUNDATION AND EMPIRE,"Asimov, Isaac",English,B0973262,0,Indian writing,#N/A
188871,FOUNDATION'S EDGE,"Asimov, Isaac",English,B0973269,0,Indian writing,#N/A
188868,Isaac Asimov Second Foundation,"Asimov, Isaac",English,B0973270,0,Indian writing,#N/A
369956,Pippi longstocking,Atrid Lindgren,English,B0970434,1,Kids,978-0142402498
374100,Being mortal;medicine and what matters in the end,Atul Gawande,English,B0971093,0,Indian writing,#N/A
359936,RIY 1 : The Tale of Peter Rabbit (N        (Hardcover),Ladybird ,English,B0972642,4,Kids,978-1849838399
359328,Bubble Guppies Big Truck Show (e),Parragon ,English,B0973508,7,Kids,#N/A
359329,SpongeBob The Great Snail Race (e),Parragon,English,B0973506,4,Kids,978-1449457952
360137,Mia Jazzes It Up! (English)        (PACK),Robin Farley ,English,B0972164,2,Kids,978-8174829160
358898,Rusty Goes to London (English)        (Paperback),Ruskin Bond ,English,B0970773,3,Pre Teen,#N/A
358899,Rusty Runs Away (English)        (Paperback),Ruskin Bond ,English,B0970778,5,Pre Teen,#N/A
361795,The Memories of Sherlock Holmes (English)        (Paperback),Shree Book Centre ,English,B0973218,8,Pre Teen,978-4550069960
359333,Looney Tunes: An Enchanting Story Full Moon Feline,Sterling Publishers ,English,B0973160,3,Kids,978-1472381941
359372,A Day with Great Personalities: Abraham lincoln,Team Bookmatrix ,English,B0973123,0,Kids,#N/A
359376,A Day with Great Personalities: Bill gates,Team Bookmatrix ,English,B0973109,1,Kids,#N/A
359373,A Day with Great Personalities: Charlie chaplin,Team Bookmatrix ,English,B0973105,0,Kids,#N/A
359371,A Day with Great Personalities: John F Kennedy,Team Bookmatrix ,English,B0973130,0,Kids,#N/A
359375,A Day with Great Personalities: Martin luther king,Team Bookmatrix ,English,B0973122,0,Kids,#N/A
359368,A Day with Great Personalities: Mother teresa,Team Bookmatrix ,English,B0973118,1,Kids,#N/A
359377,A Day with Great Personalities: Pele,Team Bookmatrix ,English,B0973103,1,Kids,#N/A
359374,A Day with Great Personalities: The Beatles,Team Bookmatrix ,English,B0973114,0,Kids,#N/A
359369,A Day with Great Personalities: Walt disney,Team Bookmatrix ,English,B0973102,1,Kids,#N/A
359397,Jataka Tales English: The Clever Goat,Team Bookmatrix ,English,B0973068,0,Kids,#N/A
375138,Girl Online on tour (English)        (Paperback),Zoe Suggs (Aka Zoella),English,B0971080,3,Pre Teen,#N/A
355780,Petu Pumpkin - Tiffin Thief (English)        (Paperback),Arundhati Venkatesh,English,B0973530,3,Kids,978-9383331147
355946,Enchanted World 7 : Melody and the Gemin : Melody and the Gemini Locket (English)        (Paperback),Elise Allen,English,B0970637,5,Pre Teen,978-1447218227
356578,Last Term at Malory Towers (English)        (Paperback),Enid Blyton,English,B0972614,4,Pre Teen,978-1405224086
356292,Mr Wumble and the Dragon (English)        (Paperback),Enid Blyton,English,B0973833,0,Pre Teen,978-0753731550
356586,Six O'clock Tales (English)        (Paperback),Enid Blyton,English,B0970634,0,Pre Teen,978-1444946772
356583,Tales of Toyland (English)        (Paperback),Enid Blyton,English,B0970954,2,Pre Teen,#N/A
356293,The Astonishing Ladder (English)        (Paperback),Enid Blyton,English,B0973831,0,Pre Teen,978-0753731369
356294,The Flopperty Bird (English)        (Paperback),Enid Blyton,English,B0973826,0,Pre Teen,978-0753726525
356296,The Magic Needle (English)        (Paperback),Enid Blyton,English,B0973827,2,Pre Teen,978-0753726464
356291,The Magic Watering Can (English)        (Paperback),Enid Blyton,English,B0973825,1,Pre Teen,978-8128630989
356295,The Smickle Smockle (English)        (Paperback),Enid Blyton,English,B0973820,0,Pre Teen,978-0753726488
356581,Twins at St. Clare's (English)        (Paperback),Enid Blyton,English,B0972618,2,Pre Teen,978-1444929997
356492,Race of the Rivers,Esther Syiem,English,B0973577,0,Pre Teen,978-9350465455
355892,The Fourth Protocol (English)        (Paperback),Frederick Forsyth ,English,B0971214,0,Pre Teen,978-0099559849
357623,1984,George Orwell,English,B01085652,1,Fiction,#N/A
356215,Miss Child Has Gone Wild! (English)        (Paperback),Gutman Dan,English,B0972144,0,Pre Teen,978-0061969164
355779,Drop Shot (English)        (Paperback),Harlan Coben,English,B0971858,1,Fiction,978-1780813943
355825,Missing: A Magnificent Superdog (English)        (Paperback),Himanjali Sankar,English,B0973517,0,Kids,978-9383331109
355723,HOLLYWOOD KIDS (English)        (Paperback),Jackie Collins,English,B0973301,0,Romance,978-0330325417
355802,LADY BOSS (English)        (Paperback),Jackie Collins,English,B0973811,0,Romance,978-2266051446
356342,Second Honeymoon (English)        (Paperback),James Patterson,English,B0971236,1,Fiction,978-0099574170
355851,The Lowland,Jhumpa Lahiri,English,B0970345,3,Indian writing,978-1694900746
355767,Life After Life (English)        (Paperback),Kate Atkinson,English,B0971635,2,Fiction,978-7540466824
355949,Tom Gates - Genius Ideas (Mostly) (English)        (Paperback),Pichon,English,B0972766,11,Pre Teen,978-9351033028
355958,RIY 1 : Goldilocks & the Three (NEW        (Hardcover), Ladybird,English,B0972665,2,Kids,978-1425811662
355956,RIY 1 : Little Red Hen (NEW)        (Paperback),Ladybird ,English,B0972667,3,Kids,978-1472381941
355957,RIY 3 : Jack & the Beanstalk (NEW) (English)        (Hardcover),Ladybird ,English,B0971043,1,Kids,#N/A
355957,RIY 3 : Jack & the Beanstalk (NEW) (English)        (Hardcover),Ladybird ,English,B0972650,1,Kids,#N/A
355955,RIY 3 : Rapunzel (NEW)        (Hardcover),Ladybird ,English,B0972644,0,Kids,#N/A
355988,RIY 3 : The Red Knight (NEW)        (Hardcover),Ladybird ,English,B0972649,1,Kids,978-1425811662
355995,RIY 4 : Snow White & the (NEW) (English)        (Hardcover),Ladybird ,English,B0972655,0,Kids,978-8174506511
355960,RIY 4 : The Wizard of Oz (NEW)        (Hardcover),Ladybird ,English,B0972678,1,Kids,978-4550069960
356202,The Great Egyptian Grave Robbery (English)        (Paperback),Macky Pamintuan Jeff Brown,English,B0972146,2,Kids,978-9381523704
356204,The Japanese Ninja Surprise (English)        (Paperback),Macky Pamintuan Jeff Brown,English,B0972127,4,Kids,978-0061429941
355786,Ashoka and the Muddled Messages (English)        (Paperback),Natasha Sharma,English,B0973467,1,Kids,978-9383331123
356188,Big Nate Makes the Grade : Makes the Grade (English)        (Paperback),Peirce,English,B0977680,4,Pre Teen,978-1449425661
356203,The Mount Rushmore Calamity (English)        (Paperback), Pennypacker Brown,English,B0972126,1,Kids,#N/A
355629,The Kane Chronicles: Survival Guide : Survival Guide (English)        (Hardcover),Rick Riordan,English,B0971096,3,Teen,978-0141344799
355768,A to Z Mysteries Super Edition #5: The New Year Dragon Dilemma (English)        (Paperback),Roy Gurney,English,B0970430,5,Kids,978-0375868801
355787,Phiss Phuss Boom : Stories from Our Grandparents (English)        (Paperback),"Sayoni Basu, Jerry Pinto, Anushka Ravishankar",English,B0973520,0,Kids,978-9383331086
355782,Timmi in Tangles (English)        (Paperback),Author: Shals Mahajan,English,B0973531,3,Kids,978-9351952534
364399,Education and the Significance of Life - (English)        (Paperback),J Krishnamurti ,English,B0973804,4,Self Help,978-9350098455
361274,Aarushi : Who did It? (English),"Avirook Sen , ",English,B0971061,3,Fiction,#N/A
372582,Atlas shrugged,Ayan Rand,English,B0971346,2,Fiction,978-0451191144
372581,Fountain head,Ayan Rand,English,B0970615,2,Fiction,978-0451947673
186703,MAHABHARATA (582),B R Bhagwat,English,B0971984,0,Spritual,#N/A
188880,JONATHAN LIVINGSTON SEAGULL,"Bach, Richard",English,B0970377,1,Fiction,978-8172235789
192592,Swami Vivekananda : The Living Vedanta,"Badrinath, Chaturvedi",English,B0971062,5,Spritual,978-8129124913
191907,High-performance Entrepreneur(,"Bagchi, Subroto",English,B0970956,0,Management,978-0143064268
296219,MBA at 16:Teenagers Guide to Business,"Bagchi, Subroto",English,B0970960,0,Management,978-0143330974
335593,Flat-Track Bullies,Balaji Venkataramanan,English,B0973815,1,Indian writing,978-9383331000
363665,STONE COLD SPL (English),Baldacci David ,English,B0971199,3,Fiction,978-8171673407
191067,Armies of Hanuman,"Banker, Ashok K.",English,B0972823,0,Indian writing,978-0143033486
190297,Bridge of Rama,"Banker, Ashok K.",English,B0972826,0,Indian writing,#N/A
190809,Demons of Chitrakut,"Banker, Ashok K.",English,B0972821,0,Indian writing,978-0143033356
191711,King of Ayodhya,"Banker, Ashok K.",English,B0972824,0,Indian writing,#N/A
192204,Prince Of Ayodhya,"Banker, Ashok K.",English,B0972819,4,Indian writing,978-0143033332
192933,Siege of Mithila,"Banker, Ashok K.",English,B0972825,0,Indian writing,#N/A
279668,A Woman of Substance,Barbara Taylor Bradford,English,B01085616,0,Romance,978-0007165681
377631,Breaking the Rules,Barbara Taylor Bradford,English,B01085617,1,Romance,978-0007304097
475084,Power of a Woman,Barbara Taylor Bradford,English,B01085619,0,Romance,978-8408040194
374299,THE CAVENDON WOMEN,Barbara Taylor Bradford,English,B0971702,1,Romance,978-0007503261
195887,THREE WEEKS IN PARIS,Barbara Taylor Bradford,English,B01085620,1,Romance,#N/A
360290,Hold The Dream (English),Barbara Taylor Bradford,English,B01085618,1,Romance,978-1582882062
195850,Hungry Plants (Step 4),"Batten, Mary",English,B0971843,7,Kids,#N/A
202415,First Favourite : Three Little Pigs,"Baxter, Nicola",English,B0970873,1,Kids,978-1409306320
343578,The Intelligent Investor,Benjamin Graham,English,B0973307,2,Management,978-2156988579
333984,Dr. Spock's Baby & Childcare In India 1st  Edition,Benjamin Spock,English,B0970917,3,Health & Fitness,978-1565770201
193908,The Berenstain Bears Catch the Bus (Step 2),"Berenstain, Stan",English,B0971932,1,Kids,978-0679892274
188385,THE ALEXANDRIA LINK,"Berry, Steve",English,B0971438,0,Fiction,978-0345497246
303941,"COLUMBUS AFFAIR, THE","Berry, Steve",English,B0971477,0,Fiction,978-1444740790
186614,SHIVAJI (564),Bhagwat B R,English,B0971985,2,Kids,#N/A
186710,THE PANDAVA PRINCES (626),Bhagwat B R,English,B0971986,3,Kids,978-3639210873
188917,ONE MINUTE MANAGER,"Blanchard, Kenneth",English,B0973626,2,Management,978-0008128043
382060,Mystery of the Disappearing Cat        (P),Blyton Enid,English,B0972628,3,Pre Teen,978-9350641552
382061,Mystery of the Invisible Thief        (P),Blyton Enid,English,B0971282,4,Pre Teen,978-9383125098
187424,FAMOUS FIVE: 02: FIVE GO ADVENTURING AGAIN (STANDARD),Blyton Enid,English,B0971456,12,Pre Teen,#N/A
187426,FAMOUS FIVE: 04: FIVE GO TO SMUGGLER'S TOP (STANDARD),Blyton Enid,English,B0971467,3,Pre Teen,978-1932319446
187428,FAMOUS FIVE: 06: FIVE ON KIRRIN ISLAND AGAIN (STANDARD),Blyton Enid,English,B0971451,3,Pre Teen,978-9350641552
187431,FAMOUS FIVE: 09: FIVE FALL INTO ADVENTURE,Blyton Enid,English,B0971466,4,Pre Teen,978-0340681145
187432,FAMOUS FIVE: 10: FIVE ON A HIKE TOGETHER (STANDARD),Blyton Enid,English,B0971453,2,Pre Teen,978-8129141842
187433,FAMOUS FIVE: 11: FIVE HAVE A WONDERFUL TIME,Blyton Enid,English,B0971460,2,Pre Teen,978-0340894644
187434,FAMOUS FIVE: 12: FIVE GO DOWN TO THE SEA (STANDARD),Blyton Enid,English,B0971452,6,Pre Teen,978-8171673407
187435,FAMOUS FIVE: 13: FIVE GO TO MYSTERY MOOR,Blyton Enid,English,B0971465,2,Pre Teen,978-0340894668
187436,FAMOUS FIVE: 14: FIVE HAVE PLENTY OF FUN (STANDARD),Blyton Enid,English,B0971454,2,Pre Teen,978-8171673407
187438,FAMOUS FIVE: 16: FIVE GO TO BILLYCOCK HILL,Blyton Enid,English,B0971468,1,Pre Teen,978-0340894699
187439,FAMOUS FIVE: 17: FIVE GET INTO A FIX (STANDARD),Blyton Enid,English,B0971604,5,Pre Teen,978-8171673407
187442,FAMOUS FIVE: 20: FIVE HAVE A MYSTERY TO SOLVE (STANDARD),Blyton Enid,English,B0971572,4,Pre Teen,978-4550069960
187443,FAMOUS FIVE: 21: FIVE ARE TOGETHER AGAIN (STANDARD),Blyton Enid,English,B0971605,2,Pre Teen,978-9350641552
369606,First Term at Malory Towers,Blyton Enid,English,B0972617,5,Pre Teen,978-1405270038
